,98385XAM8 Corp,341081EY9 Corp,70213HAA6 Corp,002819AC4 Corp,742718DF3 Corp
2017-03-27 00:00:00,3.993,9.186,9.186,9.186,9.186
2017-03-28 00:00:00,4.037,9.035,9.035,9.035,9.035
2017-03-29 00:00:00,3.991,8.723,8.723,8.723,8.723
2017-03-30 00:00:00,4.043,8.605,8.605,8.605,8.605
2017-03-31 00:00:00,4.019,8.603,8.603,8.603,8.603
2017-04-03 00:00:00,3.947,8.577,8.577,8.577,8.577
2017-04-04 00:00:00,3.989,8.581,8.581,8.581,8.581
2017-04-05 00:00:00,3.961,8.606,8.606,8.606,8.606
2017-04-06 00:00:00,3.997,8.604,8.604,8.604,8.604
2017-04-07 00:00:00,4.027,8.61,8.61,8.61,8.61
2017-04-10 00:00:00,4.009,8.571,8.571,8.571,8.571
2017-04-11 00:00:00,3.933,8.65,8.65,8.65,8.65
2017-04-12 00:00:00,3.885,8.645,8.645,8.645,8.645
2017-04-13 00:00:00,3.893,8.728,8.728,8.728,8.728
2017-04-17 00:00:00,3.895,8.792,8.792,8.792,8.792
2017-04-18 00:00:00,3.806,8.865,8.865,8.865,8.865
2017-04-19 00:00:00,3.842,9.057,9.057,9.057,9.057
2017-04-20 00:00:00,3.871,9.015,9.015,9.015,9.015
2017-04-21 00:00:00,3.88,9.094,9.094,9.094,9.094
2017-04-24 00:00:00,3.913,9.134,9.134,9.134,9.134
2017-04-25 00:00:00,3.986,8.941,8.941,8.941,8.941
2017-04-26 00:00:00,3.91,8.848,8.848,8.848,8.848
2017-04-27 00:00:00,3.9,9.024,9.024,9.024,9.024
2017-04-28 00:00:00,3.881,8.857,8.857,8.857,8.857
2017-05-01 00:00:00,3.913,8.919,8.919,8.919,8.919
2017-05-02 00:00:00,3.876,8.977,8.977,8.977,8.977
2017-05-03 00:00:00,3.893,8.954,8.954,8.954,8.954
2017-05-04 00:00:00,3.928,9.203,9.203,9.203,9.203
2017-05-05 00:00:00,3.906,9.178,9.178,9.178,9.178
2017-05-08 00:00:00,3.951,9.265,9.265,9.265,9.265
2017-05-09 00:00:00,3.955,9.301,9.301,9.301,9.301
2017-05-10 00:00:00,3.954,9.106,9.106,9.106,9.106
2017-05-11 00:00:00,3.944,9.024,9.024,9.024,9.024
2017-05-12 00:00:00,3.89,9.104,9.104,9.104,9.104
2017-05-15 00:00:00,3.893,8.997,8.997,8.997,8.997
2017-05-16 00:00:00,3.889,8.996,8.996,8.996,8.996
2017-05-17 00:00:00,3.773,9.115,9.115,9.115,9.115
2017-05-18 00:00:00,3.775,9.247,9.247,9.247,9.247
2017-05-19 00:00:00,3.783,9.135,9.135,9.135,9.135
2017-05-22 00:00:00,3.804,9.098,9.098,9.098,9.098
2017-05-23 00:00:00,3.84,9.09,9.09,9.09,9.09
2017-05-24 00:00:00,3.823,9.069,9.069,9.069,9.069
2017-05-25 00:00:00,3.825,9.257,9.257,9.257,9.257
2017-05-26 00:00:00,3.82,9.197,9.197,9.197,9.197
2017-05-30 00:00:00,3.776,9.163,9.163,9.163,9.163
2017-05-31 00:00:00,3.773,9.217,9.217,9.217,9.217
2017-06-01 00:00:00,3.775,9.183,9.183,9.183,9.183
2017-06-02 00:00:00,3.726,9.239,9.239,9.239,9.239
2017-06-05 00:00:00,3.751,9.314,9.314,9.314,9.314
2017-06-06 00:00:00,3.724,9.342,9.342,9.342,9.342
2017-06-07 00:00:00,3.758,9.543,9.543,9.543,9.543
2017-06-08 00:00:00,3.767,9.684,9.684,9.684,9.684
2017-06-09 00:00:00,3.778,9.559,9.559,9.559,9.559
2017-06-12 00:00:00,3.786,9.555,9.555,9.555,9.555
2017-06-13 00:00:00,3.812,9.423,9.423,9.423,9.423
2017-06-14 00:00:00,3.746,9.417,9.417,9.417,9.417
2017-06-15 00:00:00,3.774,9.651,9.651,9.651,9.651
2017-06-16 00:00:00,3.749,9.758,9.758,9.758,9.758
2017-06-19 00:00:00,3.797,9.732,9.732,9.732,9.732
2017-06-20 00:00:00,3.765,10.012,10.012,10.012,10.012
2017-06-21 00:00:00,3.748,10.341,10.341,10.341,10.341
2017-06-22 00:00:00,3.723,10.239,10.239,10.239,10.239
2017-06-23 00:00:00,3.737,10.209,10.209,10.209,10.209
2017-06-26 00:00:00,3.737,10.047,10.047,10.047,10.047
2017-06-27 00:00:00,3.829,9.792,9.792,9.792,9.792
2017-06-28 00:00:00,3.853,9.819,9.819,9.819,9.819
2017-06-29 00:00:00,3.897,9.895,9.895,9.895,9.895
2017-06-30 00:00:00,3.932,9.89,9.89,9.89,9.89
2017-07-03 00:00:00,3.97,9.859,9.859,9.859,9.859
2017-07-05 00:00:00,3.964,9.961,9.961,9.961,9.961
2017-07-06 00:00:00,4.005,9.971,9.971,9.971,9.971
2017-07-07 00:00:00,4.005,10.037,10.037,10.037,10.037
2017-07-10 00:00:00,3.957,10.061,10.061,10.061,10.061
2017-07-11 00:00:00,3.942,10.005,10.005,10.005,10.005
2017-07-12 00:00:00,3.903,9.844,9.844,9.844,9.844
2017-07-13 00:00:00,3.929,9.836,9.836,9.836,9.836
2017-07-14 00:00:00,3.914,9.753,9.753,9.753,9.753
2017-07-17 00:00:00,3.888,9.813,9.813,9.813,9.813
2017-07-18 00:00:00,3.836,9.779,9.779,9.779,9.779
2017-07-19 00:00:00,3.871,9.709,9.709,9.709,9.709
2017-07-20 00:00:00,3.864,9.652,9.652,9.652,9.652
2017-07-21 00:00:00,3.839,9.831,9.831,9.831,9.831
2017-07-24 00:00:00,3.854,9.859,9.859,9.859,9.859
2017-07-25 00:00:00,3.931,9.691,9.691,9.691,9.691
2017-07-26 00:00:00,3.889,9.663,9.663,9.663,9.663
2017-07-27 00:00:00,3.906,9.73,9.73,9.73,9.73
2017-07-28 00:00:00,3.883,9.719,9.719,9.719,9.719
2017-07-31 00:00:00,3.884,9.673,9.673,9.673,9.673
2017-08-01 00:00:00,3.844,9.748,9.748,9.748,9.748
2017-08-02 00:00:00,3.861,9.694,9.694,9.694,9.694
2017-08-03 00:00:00,3.82,9.595,9.595,9.595,9.595
2017-08-04 00:00:00,3.858,9.545,9.545,9.545,9.545
2017-08-07 00:00:00,3.842,9.551,9.551,9.551,9.551
2017-08-08 00:00:00,3.851,9.565,9.565,9.565,9.565
2017-08-09 00:00:00,3.837,9.651,9.651,9.651,9.651
2017-08-10 00:00:00,3.794,9.681,9.681,9.681,9.681
2017-08-11 00:00:00,3.783,9.684,9.684,9.684,9.684
2017-08-14 00:00:00,3.809,9.662,9.662,9.662,9.662
2017-08-15 00:00:00,3.852,9.567,9.567,9.567,9.567
2017-08-16 00:00:00,3.812,9.434,9.434,9.434,9.434
2017-08-17 00:00:00,3.772,9.419,9.419,9.419,9.419
2017-08-18 00:00:00,3.773,9.413,9.413,9.413,9.413
2017-08-21 00:00:00,3.761,9.421,9.421,9.421,9.421
2017-08-22 00:00:00,3.783,9.357,9.357,9.357,9.357
2017-08-23 00:00:00,3.73,9.413,9.413,9.413,9.413
2017-08-24 00:00:00,3.815,9.418,9.418,9.418,9.418
2017-08-25 00:00:00,3.776,9.356,9.356,9.356,9.356
2017-08-28 00:00:00,3.764,9.419,9.419,9.419,9.419
2017-08-29 00:00:00,3.752,9.409,9.409,9.409,9.409
2017-08-30 00:00:00,3.756,9.426,9.426,9.426,9.426
2017-08-31 00:00:00,3.744,9.38,9.38,9.38,9.38
2017-09-01 00:00:00,3.799,9.355,9.355,9.355,9.355
2017-09-05 00:00:00,3.693,9.309,9.309,9.309,9.309
2017-09-06 00:00:00,3.75,9.21,9.21,9.21,9.21
2017-09-07 00:00:00,3.681,9.153,9.153,9.153,9.153
2017-09-08 00:00:00,3.69,9.21,9.21,9.21,9.21
2017-09-11 00:00:00,3.758,9.19,9.19,9.19,9.19
2017-09-12 00:00:00,3.81,9.162,9.162,9.162,9.162
2017-09-13 00:00:00,3.835,8.937,8.937,8.937,8.937
2017-09-14 00:00:00,3.833,8.731,8.731,8.731,8.731
2017-09-15 00:00:00,3.84,8.872,8.872,8.872,8.872
2017-09-18 00:00:00,3.87,8.866,8.866,8.866,8.866
2017-09-19 00:00:00,3.88,8.857,8.857,8.857,8.857
2017-09-20 00:00:00,3.895,8.804,8.804,8.804,8.804
2017-09-21 00:00:00,3.905,8.855,8.855,8.855,8.855
2017-09-22 00:00:00,3.878,8.921,8.921,8.921,8.921
2017-09-25 00:00:00,3.85,8.809,8.809,8.809,8.809
2017-09-26 00:00:00,3.858,8.733,8.733,8.733,8.733
2017-09-27 00:00:00,3.936,8.696,8.696,8.696,8.696
2017-09-28 00:00:00,3.897,8.72,8.72,8.72,8.72
2017-09-29 00:00:00,3.906,8.659,8.659,8.659,8.659
2017-10-02 00:00:00,3.919,8.729,8.729,8.729,8.729
2017-10-03 00:00:00,3.904,8.726,8.726,8.726,8.726
2017-10-04 00:00:00,3.903,8.671,8.671,8.671,8.671
2017-10-05 00:00:00,3.93,8.66,8.66,8.66,8.66
2017-10-06 00:00:00,3.932,8.684,8.684,8.684,8.684
2017-10-10 00:00:00,3.934,8.7,8.7,8.7,8.7
2017-10-11 00:00:00,3.921,8.691,8.691,8.691,8.691
2017-10-12 00:00:00,3.893,8.718,8.718,8.718,8.718
2017-10-13 00:00:00,3.85,8.717,8.717,8.717,8.717
2017-10-16 00:00:00,3.883,8.679,8.679,8.679,8.679
2017-10-17 00:00:00,3.884,8.674,8.674,8.674,8.674
2017-10-18 00:00:00,3.781,8.669,8.669,8.669,8.669
2017-10-19 00:00:00,3.767,8.68,8.68,8.68,8.68
2017-10-20 00:00:00,3.82,8.714,8.714,8.714,8.714
2017-10-23 00:00:00,3.805,8.701,8.701,8.701,8.701
2017-10-24 00:00:00,3.869,8.716,8.716,8.716,8.716
2017-10-25 00:00:00,3.881,8.783,8.783,8.783,8.783
2017-10-26 00:00:00,3.91,8.828,8.828,8.828,8.828
2017-10-27 00:00:00,3.85,8.814,8.814,8.814,8.814
2017-10-30 00:00:00,3.83,8.849,8.849,8.849,8.849
2017-10-31 00:00:00,3.834,8.792,8.792,8.792,8.792
2017-11-01 00:00:00,3.831,8.644,8.644,8.644,8.644
2017-11-02 00:00:00,3.811,8.602,8.602,8.602,8.602
2017-11-03 00:00:00,3.793,8.621,8.621,8.621,8.621
2017-11-06 00:00:00,3.766,8.582,8.582,8.582,8.582
2017-11-07 00:00:00,3.753,8.615,8.615,8.615,8.615
2017-11-08 00:00:00,3.776,8.7,8.7,8.7,8.7
2017-11-09 00:00:00,3.792,8.808,8.808,8.808,8.808
2017-11-10 00:00:00,3.856,8.783,8.783,8.783,8.783
2017-11-13 00:00:00,3.863,8.768,8.768,8.768,8.768
2017-11-14 00:00:00,3.826,8.958,8.958,8.958,8.958
2017-11-15 00:00:00,3.779,9.228,9.228,9.228,9.228
2017-11-16 00:00:00,3.839,9.071,9.071,9.071,9.071
2017-11-17 00:00:00,3.802,8.956,8.956,8.956,8.956
2017-11-20 00:00:00,3.823,9.002,9.002,9.002,9.002
2017-11-21 00:00:00,3.812,8.99,8.99,8.99,8.99
2017-11-22 00:00:00,3.783,8.913,8.913,8.913,8.913
2017-11-24 00:00:00,3.805,8.865,8.865,8.865,8.865
2017-11-27 00:00:00,3.789,8.914,8.914,8.914,8.914
2017-11-28 00:00:00,3.645,8.925,8.925,8.925,8.925
2017-11-29 00:00:00,3.7,8.93,8.93,8.93,8.93
2017-11-30 00:00:00,3.681,8.935,8.935,8.935,8.935
2017-12-01 00:00:00,3.634,8.835,8.835,8.835,8.835
2017-12-04 00:00:00,3.707,8.778,8.778,8.778,8.778
2017-12-05 00:00:00,3.689,8.675,8.675,8.675,8.675
2017-12-06 00:00:00,3.677,8.766,8.766,8.766,8.766
2017-12-07 00:00:00,3.628,8.779,8.779,8.779,8.779
2017-12-08 00:00:00,3.633,8.759,8.759,8.759,8.759
2017-12-11 00:00:00,3.71,8.805,8.805,8.805,8.805
2017-12-12 00:00:00,3.718,8.764,8.764,8.764,8.764
2017-12-13 00:00:00,3.66,8.761,8.761,8.761,8.761
2017-12-14 00:00:00,3.686,8.765,8.765,8.765,8.765
2017-12-15 00:00:00,3.674,8.82,8.82,8.82,8.82
2017-12-18 00:00:00,3.724,8.859,8.859,8.859,8.859
2017-12-19 00:00:00,3.776,8.896,8.896,8.896,8.896
2017-12-20 00:00:00,3.819,8.917,8.917,8.917,8.917
2017-12-21 00:00:00,3.809,8.909,8.909,8.909,8.909
2017-12-22 00:00:00,3.793,8.958,8.958,8.958,8.958
2017-12-26 00:00:00,3.757,8.903,8.903,8.903,8.903
2017-12-27 00:00:00,3.676,8.839,8.839,8.839,8.839
2017-12-28 00:00:00,3.694,8.833,8.833,8.833,8.833
2017-12-29 00:00:00,3.676,8.795,8.795,8.795,8.795
2018-01-02 00:00:00,3.732,8.767,8.767,8.767,8.767
2018-01-03 00:00:00,3.726,8.59,8.59,8.59,8.59
2018-01-04 00:00:00,3.682,8.436,8.436,8.436,8.436
2018-01-05 00:00:00,3.707,8.322,8.322,8.322,8.322
2018-01-08 00:00:00,3.708,8.302,8.302,8.302,8.302
2018-01-09 00:00:00,3.784,8.3,8.3,8.3,8.3
2018-01-10 00:00:00,3.781,8.256,8.256,8.256,8.256
2018-01-11 00:00:00,3.774,8.213,8.213,8.213,8.213
2018-01-12 00:00:00,3.765,8.214,8.214,8.214,8.214
2018-01-16 00:00:00,3.762,8.198,8.198,8.198,8.198
2018-01-17 00:00:00,3.805,8.254,8.254,8.254,8.254
2018-01-18 00:00:00,3.745,8.274,8.274,8.274,8.274
2018-01-19 00:00:00,3.829,8.336,8.336,8.336,8.336
2018-01-22 00:00:00,3.811,8.332,8.332,8.332,8.332
2018-01-23 00:00:00,3.758,8.225,8.225,8.225,8.225
2018-01-24 00:00:00,3.792,8.151,8.151,8.151,8.151
2018-01-25 00:00:00,3.741,8.103,8.103,8.103,8.103
2018-01-26 00:00:00,3.784,8.09,8.09,8.09,8.09
2018-01-29 00:00:00,3.823,8.147,8.147,8.147,8.147
2018-01-30 00:00:00,3.815,8.239,8.239,8.239,8.239
2018-01-31 00:00:00,3.814,8.229,8.229,8.229,8.229
2018-02-01 00:00:00,3.91,8.28,8.28,8.28,8.28
2018-02-02 00:00:00,3.957,8.338,8.338,8.338,8.338
2018-02-05 00:00:00,3.846,8.428,8.428,8.428,8.428
2018-02-06 00:00:00,3.917,8.59,8.59,8.59,8.59
2018-02-07 00:00:00,3.94,8.588,8.588,8.588,8.588
2018-02-08 00:00:00,3.982,8.705,8.705,8.705,8.705
2018-02-09 00:00:00,4.045,9.031,9.031,9.031,9.031
2018-02-12 00:00:00,4.051,8.794,8.794,8.794,8.794
2018-02-13 00:00:00,4.014,8.877,8.877,8.877,8.877
2018-02-14 00:00:00,4.089,8.828,8.828,8.828,8.828
2018-02-15 00:00:00,4.09,8.736,8.736,8.736,8.736
2018-02-16 00:00:00,3.984,8.742,8.742,8.742,8.742
2018-02-20 00:00:00,3.992,8.723,8.723,8.723,8.723
2018-02-21 00:00:00,4.066,8.928,8.928,8.928,8.928
2018-02-22 00:00:00,4.035,8.924,8.924,8.924,8.924
2018-02-23 00:00:00,3.97,8.885,8.885,8.885,8.885
2018-02-26 00:00:00,3.957,8.837,8.837,8.837,8.837
2018-02-27 00:00:00,3.998,8.88,8.88,8.88,8.88
2018-02-28 00:00:00,3.965,8.915,8.915,8.915,8.915
2018-03-01 00:00:00,3.914,9.087,9.087,9.087,9.087
2018-03-02 00:00:00,3.969,9.082,9.082,9.082,9.082
2018-03-05 00:00:00,3.979,9.049,9.049,9.049,9.049
2018-03-06 00:00:00,3.954,8.997,8.997,8.997,8.997
2018-03-07 00:00:00,3.996,9.065,9.065,9.065,9.065
2018-03-08 00:00:00,3.991,9.087,9.087,9.087,9.087
2018-03-09 00:00:00,4.013,8.968,8.968,8.968,8.968
2018-03-12 00:00:00,3.994,8.99,8.99,8.99,8.99
2018-03-13 00:00:00,3.979,9.046,9.046,9.046,9.046
2018-03-14 00:00:00,3.944,9.058,9.058,9.058,9.058
2018-03-15 00:00:00,3.973,9.115,9.115,9.115,9.115
2018-03-16 00:00:00,3.994,9.072,9.072,9.072,9.072
2018-03-19 00:00:00,3.999,9.118,9.118,9.118,9.118
2018-03-20 00:00:00,4.035,9.124,9.124,9.124,9.124
2018-03-21 00:00:00,4.029,9.069,9.069,9.069,9.069
2018-03-22 00:00:00,3.972,9.137,9.137,9.137,9.137
2018-03-23 00:00:00,4.017,9.139,9.139,9.139,9.139
2018-03-26 00:00:00,4.059,9.166,9.166,9.166,9.166
2018-03-27 00:00:00,3.986,9.137,9.137,9.137,9.137
2018-03-28 00:00:00,4.035,9.186,9.186,9.186,9.186
2018-03-29 00:00:00,4,9.151,9.151,9.151,9.151
2018-04-02 00:00:00,3.984,9.207,9.207,9.207,9.207
2018-04-03 00:00:00,4.026,9.19,9.19,9.19,9.19
2018-04-04 00:00:00,4.058,9.169,9.169,9.169,9.169
2018-04-05 00:00:00,4.09,9.058,9.058,9.058,9.058
2018-04-06 00:00:00,4.031,9.107,9.107,9.107,9.107
2018-04-09 00:00:00,3.952,9.033,9.033,9.033,9.033
2018-04-10 00:00:00,3.981,8.966,8.966,8.966,8.966
2018-04-11 00:00:00,3.964,8.88,8.88,8.88,8.88
2018-04-12 00:00:00,4.018,8.821,8.821,8.821,8.821
2018-04-13 00:00:00,4.003,8.764,8.764,8.764,8.764
2018-04-16 00:00:00,3.999,8.739,8.739,8.739,8.739
2018-04-17 00:00:00,3.889,8.684,8.684,8.684,8.684
2018-04-18 00:00:00,3.92,8.534,8.534,8.534,8.534
2018-04-19 00:00:00,3.959,8.53,8.53,8.53,8.53
2018-04-20 00:00:00,4.016,8.587,8.587,8.587,8.587
2018-04-23 00:00:00,4.141,8.566,8.566,8.566,8.566
2018-04-24 00:00:00,4.172,8.518,8.518,8.518,8.518
2018-04-25 00:00:00,4.204,8.545,8.545,8.545,8.545
2018-04-26 00:00:00,4.163,8.437,8.437,8.437,8.437
2018-04-27 00:00:00,4.136,8.462,8.462,8.462,8.462
2018-04-30 00:00:00,4.131,8.462,8.462,8.462,8.462
2018-05-01 00:00:00,4.138,8.516,8.516,8.516,8.516
2018-05-02 00:00:00,4.129,8.502,8.502,8.502,8.502
2018-05-03 00:00:00,4.108,8.541,8.541,8.541,8.541
2018-05-04 00:00:00,4.112,8.514,8.514,8.514,8.514
2018-05-07 00:00:00,4.054,8.491,8.491,8.491,8.491
2018-05-08 00:00:00,4.118,8.555,8.555,8.555,8.555
2018-05-09 00:00:00,4.142,8.501,8.501,8.501,8.501
2018-05-10 00:00:00,4.115,8.455,8.455,8.455,8.455
2018-05-11 00:00:00,4.105,8.389,8.389,8.389,8.389
2018-05-14 00:00:00,4.143,8.385,8.385,8.385,8.385
2018-05-15 00:00:00,4.211,8.315,8.315,8.315,8.315
2018-05-16 00:00:00,4.298,8.33,8.33,8.33,8.33
2018-05-17 00:00:00,4.315,8.294,8.294,8.294,8.294
2018-05-18 00:00:00,4.264,8.305,8.305,8.305,8.305
2018-05-21 00:00:00,4.267,8.281,8.281,8.281,8.281
2018-05-22 00:00:00,4.26,8.235,8.235,8.235,8.235
2018-05-23 00:00:00,4.198,8.29,8.29,8.29,8.29
2018-05-24 00:00:00,4.176,8.323,8.323,8.323,8.323
2018-05-25 00:00:00,4.143,8.424,8.424,8.424,8.424
2018-05-29 00:00:00,4.001,8.493,8.493,8.493,8.493
2018-05-30 00:00:00,4.115,8.397,8.397,8.397,8.397
2018-05-31 00:00:00,4.126,8.403,8.403,8.403,8.403
2018-06-01 00:00:00,4.144,8.424,8.424,8.424,8.424
2018-06-04 00:00:00,4.184,8.435,8.435,8.435,8.435
2018-06-05 00:00:00,4.175,8.39,8.39,8.39,8.39
2018-06-06 00:00:00,4.186,8.418,8.418,8.418,8.418
2018-06-07 00:00:00,4.139,8.388,8.388,8.388,8.388
2018-06-08 00:00:00,4.168,8.397,8.397,8.397,8.397
2018-06-11 00:00:00,4.174,8.384,8.384,8.384,8.384
2018-06-12 00:00:00,4.183,8.334,8.334,8.334,8.334
2018-06-13 00:00:00,4.186,8.33,8.33,8.33,8.33
2018-06-14 00:00:00,4.153,8.299,8.299,8.299,8.299
2018-06-15 00:00:00,4.135,8.324,8.324,8.324,8.324
2018-06-18 00:00:00,4.132,8.332,8.332,8.332,8.332
2018-06-19 00:00:00,4.119,8.45,8.45,8.45,8.45
2018-06-20 00:00:00,4.156,8.413,8.413,8.413,8.413
2018-12-03 00:00:00,4.397,9.785,9.785,9.785,9.785
2018-12-04 00:00:00,4.339,9.968,9.968,9.968,9.968
2018-12-06 00:00:00,4.334,10.147,10.147,10.147,10.147
2018-12-07 00:00:00,4.356,9.813,9.813,9.813,9.813
2018-12-10 00:00:00,4.334,10.138,10.138,10.138,10.138
2018-12-11 00:00:00,4.355,9.973,9.973,9.973,9.973
2018-12-12 00:00:00,4.34,10.061,10.061,10.061,10.061
2018-12-13 00:00:00,4.346,9.978,9.978,9.978,9.978
2018-12-14 00:00:00,4.322,10.137,10.137,10.137,10.137
2018-12-17 00:00:00,4.295,10.222,10.222,10.222,10.222
2018-12-18 00:00:00,4.243,10.514,10.514,10.514,10.514
2018-12-19 00:00:00,4.177,10.643,10.643,10.643,10.643
2018-12-20 00:00:00,4.241,11.087,11.087,11.087,11.087
2018-12-21 00:00:00,4.221,11.213,11.213,11.213,11.213
2018-12-24 00:00:00,4.158,11.334,11.334,11.334,11.334
2018-12-26 00:00:00,4.216,11.047,11.047,11.047,11.047
2018-12-27 00:00:00,4.188,11.263,11.263,11.263,11.263
2018-12-28 00:00:00,4.147,10.894,10.894,10.894,10.894
2018-12-31 00:00:00,4.127,10.96,10.96,10.96,10.96
2019-01-02 00:00:00,4.07,10.705,10.705,10.705,10.705
2019-01-03 00:00:00,4.017,10.681,10.681,10.681,10.681
2019-01-04 00:00:00,4.11,10.154,10.154,10.154,10.154
2019-01-07 00:00:00,4.123,9.672,9.672,9.672,9.672
2019-01-08 00:00:00,4.355,9.535,9.535,9.535,9.535
2019-01-09 00:00:00,4.341,9.396,9.396,9.396,9.396
2019-01-10 00:00:00,4.36,9.527,9.527,9.527,9.527
2019-01-11 00:00:00,4.337,9.647,9.647,9.647,9.647
2019-01-14 00:00:00,4.342,9.835,9.835,9.835,9.835
2019-03-07 00:00:00,3.923,9.475,9.475,9.475,9.475
2019-03-08 00:00:00,3.909,9.521,9.521,9.521,9.521
2019-03-11 00:00:00,3.925,9.464,9.464,9.464,9.464
2019-03-12 00:00:00,3.879,9.286,9.286,9.286,9.286
2019-03-13 00:00:00,3.901,9.37,9.37,9.37,9.37
2019-03-14 00:00:00,3.912,9.271,9.271,9.271,9.271
2019-03-15 00:00:00,3.942,9.228,9.228,9.228,9.228
2019-03-18 00:00:00,3.955,9.164,9.164,9.164,9.164
2019-03-19 00:00:00,3.951,9.169,9.169,9.169,9.169
2019-03-20 00:00:00,3.879,9.097,9.097,9.097,9.097
2019-03-21 00:00:00,3.872,9.088,9.088,9.088,9.088
2019-03-22 00:00:00,3.802,9.177,9.177,9.177,9.177
2019-03-25 00:00:00,3.746,9.194,9.194,9.194,9.194
2019-03-26 00:00:00,3.771,9.205,9.205,9.205,9.205
2019-03-27 00:00:00,3.724,9.164,9.164,9.164,9.164
2019-03-28 00:00:00,3.763,9.229,9.229,9.229,9.229
2019-03-29 00:00:00,3.775,9.243,9.243,9.243,9.243
2019-04-01 00:00:00,3.859,9.115,9.115,9.115,9.115
2019-04-02 00:00:00,3.832,9.112,9.112,9.112,9.112
2019-04-03 00:00:00,3.871,9.048,9.048,9.048,9.048
2019-04-04 00:00:00,3.87,9.108,9.108,9.108,9.108
2019-04-05 00:00:00,3.851,9.003,9.003,9.003,9.003
2019-04-08 00:00:00,3.879,9.056,9.056,9.056,9.056
2019-04-09 00:00:00,3.936,9.071,9.071,9.071,9.071
2019-04-10 00:00:00,3.858,9.055,9.055,9.055,9.055
2019-04-11 00:00:00,3.871,9.071,9.071,9.071,9.071
2019-04-12 00:00:00,3.928,9.067,9.067,9.067,9.067
2019-04-15 00:00:00,3.929,9.092,9.092,9.092,9.092
2019-04-16 00:00:00,3.96,9.088,9.088,9.088,9.088
2019-04-17 00:00:00,3.966,9.082,9.082,9.082,9.082
2019-04-18 00:00:00,3.932,9.061,9.061,9.061,9.061
2019-04-22 00:00:00,3.957,9.01,9.01,9.01,9.01
2019-04-23 00:00:00,3.936,8.957,8.957,8.957,8.957
2019-04-24 00:00:00,3.888,8.227,8.227,8.227,8.227
2019-04-25 00:00:00,3.908,8.96,8.96,8.96,8.96
2019-04-26 00:00:00,3.875,9.003,9.003,9.003,9.003
2019-04-29 00:00:00,3.899,8.987,8.987,8.987,8.987
2019-04-30 00:00:00,3.878,9.014,9.014,9.014,9.014
2019-05-01 00:00:00,3.88,9.235,9.235,9.235,9.235
2019-05-02 00:00:00,3.909,9.372,9.372,9.372,9.372
2019-05-03 00:00:00,3.914,9.266,9.266,9.266,9.266
2019-05-06 00:00:00,3.868,9.233,9.233,9.233,9.233
2019-05-07 00:00:00,3.843,9.294,9.294,9.294,9.294
2019-05-08 00:00:00,3.869,9.29,9.29,9.29,9.29
2019-05-09 00:00:00,3.836,9.298,9.298,9.298,9.298
2019-05-10 00:00:00,3.856,9.282,9.282,9.282,9.282
2019-05-13 00:00:00,3.781,9.434,9.434,9.434,9.434
2019-05-14 00:00:00,3.877,9.313,9.313,9.313,9.313
2019-05-15 00:00:00,3.886,9.358,9.358,9.358,9.358
2019-05-16 00:00:00,3.904,9.288,9.288,9.288,9.288
2019-05-17 00:00:00,3.894,9.27,9.27,9.27,9.27
2019-05-20 00:00:00,3.896,9.262,9.262,9.262,9.262
2019-05-21 00:00:00,3.906,9.319,9.319,9.319,9.319
2019-05-22 00:00:00,3.862,9.362,9.362,9.362,9.362
2019-05-23 00:00:00,3.804,9.693,9.693,9.693,9.693
2019-05-24 00:00:00,3.8,9.571,9.571,9.571,9.571
2019-05-28 00:00:00,3.756,9.515,9.515,9.515,9.515
2019-05-29 00:00:00,3.75,9.739,9.739,9.739,9.739
2019-05-30 00:00:00,3.709,9.708,9.708,9.708,9.708
